"ID","sentiment","word"
110,-1,"Ya ampuun, lihat tagar percumalaporpolisi jd sedih, kmrn br kasus atm, skrg ini.."
111,-1,"Dia kira dgn berkoar2 kebencian di sosmed, orang itu bakal bisa berubah apa? It's will makes you worst babe.. percumalaporpolisi"
112,1,"NyaiiBubu Tidak ada tempat yang aman untuk anak dan perempuan di Indonesia, tlg Pak ListyoSigitP n mohmahfudmd n DivHumas_Polri utk segera menyelesaikan kasus yg menyayat hati ini.. percumalaporpolisi NoViralNoJustice"
117,1,"KINGsm4kers Tidak ada tempat yang aman untuk anak dan perempuan di Indonesia, tlg Pak ListyoSigitP n mohmahfudmd n DivHumas_Polri utk segera menyelesaikan kasus yg menyayat hati ini.. percumalaporpolisi NoViralNoJustice"
119,1,"kh_notodiputro Tidak ada tempat yang aman untuk anak dan perempuan di Indonesia, tlg Pak ListyoSigitP n mohmahfudmd n DivHumas_Polri utk segera menyelesaikan kasus yg menyayat hati ini.. percumalaporpolisi NoViralNoJustice"
123,1,"KakekHalal Tidak ada tempat yang aman untuk anak dan perempuan di Indonesia, tlg Pak ListyoSigitP n mohmahfudmd n DivHumas_Polri utk segera menyelesaikan kasus yg menyayat hati ini.. percumalaporpolisi NoViralNoJustice"
128,1,"tribunnews Tidak ada tempat yang aman untuk anak dan perempuan di Indonesia, tlg Pak ListyoSigitP n mohmahfudmd n DivHumas_Polri utk segera menyelesaikan kasus yg menyayat hati ini.. percumalaporpolisi NoViralNoJustice"
130,-1,"zoelfick Bener begini kerja Polisi RI ya Pak ListyoSigitP n DivHumas_Polri, kok lbh jelek drpd satpol PP sich.. percumalaporpolisi PercumaAdaPolisi Cc. mohmahfudmd n kompolnas_ri"
131,-1,"BorneoWolf Bener begini kerja Polisi RI ya Pak ListyoSigitP n DivHumas_Polri, kok lbh jelek drpd satpol PP sich.. percumalaporpolisi PercumaAdaPolisi Cc. mohmahfudmd n kompolnas_ri"
132,-1,"kompascom Bener begini kerja Polisi RI ya Pak ListyoSigitP n DivHumas_Polri, kok lbh jelek drpd satpol PP sich.. percumalaporpolisi PercumaAdaPolisi Cc. mohmahfudmd n kompolnas_ri"
133,1,"BuruhYogyakarta emerson_yuntho Tidak ada tempat yang aman untuk anak dan perempuan di Indonesia, tlg Pak ListyoSigitP n mohmahfudmd n DivHumas_Polri utk segera menyelesaikan kasus yg menyayat hati ini.. percumalaporpolisi NoViralNoJustice"
138,1,"MERAHPU88719181 Tidak ada tempat yang aman untuk anak dan perempuan di Indonesia, tlg Pak ListyoSigitP n mohmahfudmd n DivHumas_Polri utk segera menyelesaikan kasus yg menyayat hati ini.. percumalaporpolisi NoViralNoJustice"
139,1,"Tolong jd perhatian bersama.. Pak mohmahfudmd n DivHumas_Polri n ListyoSigitP utk segera menyelesaikan kasus yg menyayat hati ini.. percumalaporpolisi"
143,-3,"Tony_Harto KakekHalal Polripresisi DivHumas_Polri divpropampolri ListyoSigitP kompolnas_ri mohmahfudmd Tapi lucunya malah ibu korban disuruh sama Polisi bangsat untuk klarifikasi anjing. percumalaporpolisi percumaadapolisi Pake Seragam cuman gaya doang tapi lemah, katanya fisik mental aman tapi ciut dengan alasan Proses surat\ segala"""
145,-1,"republikaonline Keliatan Polri tdk berdaya dgn partai emak ini, bisa jd Harun Masiku lge nih .. percumalaporpolisi Cc. ListyoSigitP n mohmahfudmd n DivHumas_Polri n kompolnas_ri"
147,-1,"Aryprasetyo85 Bener begini kerja Polisi RI ya Pak ListyoSigitP n DivHumas_Polri, kok lbh jelek drpd satpol PP sich.. percumalaporpolisi PercumaAdaPolisi Cc. mohmahfudmd n kompolnas_ri"
148,1,"FerdinandHaean3 Tidak ada tempat yang aman untuk anak dan perempuan di Indonesia, tlg Pak ListyoSigitP n mohmahfudmd n DivHumas_Polri utk segera menyelesaikan kasus yg menyayat hati ini.. percumalaporpolisi NoViralNoJustice"
152,-1,"zoelfick Bener begini kerja Polisi RI ya Pak ListyoSigitP n DivHumas_Polri, kok lbh jelek drpd satpol PP sich.. percumalaporpolisi PercumaAdaPolisi Cc. mohmahfudmd n kompolnas_ri"
153,1,"GUSDURians Tidak ada tempat yang aman untuk anak dan perempuan di Indonesia, tlg Pak ListyoSigitP n mohmahfudmd n DivHumas_Polri utk segera menyelesaikan kasus yg menyayat hati ini.. percumalaporpolisi NoViralNoJustice"
154,-1,"ListyoSigitP Bener begini kerja Polisi RI ya Pak ListyoSigitP n DivHumas_Polri, kok lbh jelek drpd satpol PP sich.. percumalaporpolisi PercumaAdaPolisi Cc. mohmahfudmd n kompolnas_ri"
155,1,"phsycalgraffiti Tidak ada tempat yang aman untuk anak dan perempuan di Indonesia, tlg Pak ListyoSigitP n mohmahfudmd n DivHumas_Polri utk segera menyelesaikan kasus yg menyayat hati ini.. percumalaporpolisi NoViralNoJustice"
156,-1,"CNNIndonesia Bener begini kerja Polisi RI ya Pak ListyoSigitP n DivHumas_Polri, kok lbh jelek drpd satpol PP sich.. percumalaporpolisi PercumaAdaPolisi Cc. mohmahfudmd n kompolnas_ri"
157,1,"ObiWan_Catnobi BiLLYKHAERUDIN Tidak ada tempat yang aman untuk anak dan perempuan di Indonesia, tlg Pak ListyoSigitP n mohmahfudmd n DivHumas_Polri utk segera menyelesaikan kasus yg menyayat hati ini.. percumalaporpolisi NoViralNoJustice"
158,1,"ariefrasyad jokowi Tidak ada tempat yang aman untuk anak dan perempuan di Indonesia, tlg Pak ListyoSigitP n mohmahfudmd n DivHumas_Polri utk segera menyelesaikan kasus yg menyayat hati ini.. percumalaporpolisi NoViralNoJustice"
159,2,"CNNIndonesia Akan tetap Dipermasalahkan krn Virusnya sama, malah pejabat bawaan penyakitnya lbh banyak.. percumalaporpolisi"
162,-1,"DivHumas_Polri Keliatan Polri tdk berdaya dgn partai emak ini, bisa jd Harun Masiku lge nih .. percumalaporpolisi Cc. ListyoSigitP n mohmahfudmd n DivHumas_Polri n kompolnas_ri"
165,1,"fullmoonfolks Tidak ada tempat yang aman untuk anak dan perempuan di Indonesia, tlg Pak ListyoSigitP n mohmahfudmd n DivHumas_Polri utk segera menyelesaikan kasus yg menyayat hati ini.. percumalaporpolisi NoViralNoJustice"
167,-1,"Ya ampuun, lihat tagar percumalaporpolisi jd sedih, kmrn br kasus atm, skrg ini.."
168,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
169,1,"Bisa baca ceritanya di sini ya. Agak sedih sebenarnya cerita kaya gini terus berulang. Entah itu polisi kok gak bisa ngurusin kaya ginian hadeehh PercumaLaporPolisi"
170,2,"Cukup dengan RETWEET ini, berarti anda CINTA NKRI! . . TangkapBaharSmith PercumaLaporPolisi *cc ListyoSigitP"
171,-1,"Ya ampuun, lihat tagar percumalaporpolisi jd sedih, kmrn br kasus atm, skrg ini.."
172,2,"Cukup dengan RETWEET ini, berarti anda CINTA NKRI! . . TangkapBaharSmith PercumaLaporPolisi *cc ListyoSigitP"
173,-1,"Ya ampuun, lihat tagar percumalaporpolisi jd sedih, kmrn br kasus atm, skrg ini.."
174,2,"Cukup dengan RETWEET ini, berarti anda CINTA NKRI! . . TangkapBaharSmith PercumaLaporPolisi *cc ListyoSigitP"
176,0,"Mau menghujat takut UUITE Tapi inilah wajah asli aparat kita Terima kasih KompasTV percumalaporpolisi"
177,3,"Hi warga indonesia yang baik hati dan bijaksana,Please banget untuk lebih bijak lagi dalam berkomentar dan jangan sembarang menilai orang lain yang tidak kalian kenal..... UngkapKebenaranKasusIndah percumalaporpolisi"
178,1,"Ini mau di tag ke pak presiden tapi pak presiden kerjanya banyak. Tag siapa ya hmmmmm percumalaporpolisi percumalapor aparat"
179,1,"Bisa baca ceritanya di sini ya. Agak sedih sebenarnya cerita kaya gini terus berulang. Entah itu polisi kok gak bisa ngurusin kaya ginian hadeehh PercumaLaporPolisi"
180,-6,"Twitter Please do Your Magic Pelaku pemerkosaan, penganiayaan, penyiksaan anak usia 14 tahun. Sebagian pelakunya sudah tertangkap dan sisanya masih jadi buronan ShakaPulangYuk Viralkan percumalaporpolisi pemerkosaan"
181,-1,"Semakin jelas PercumaLaporPolisi 1hari1oknum Bikin jijik sekali emang institusi yang ini.."
182,-1,"CNNIndonesia Apa nggak malu pak ListyoSigitP ? percumaadapolisi percumalaporpolisi"
183,-1,"audhinafh Emang udah jelek.. Bukannya minta maaf ke masyarakat, malah defensif... percumalaporpolisi"
184,-2,"percumalaporpolisi terus terusan terbukti di masyarakat.. Kapan ListyoSigitP akan berbenah? DivHumas_Polri apakah tidak malu sama kelakuan anggotanya yg begini?"
185,-2,"Viral Anak 14 Tahun Tahun Di Perkosa Ramai-Ramai. Giring Anies Premium Pertalite Jokowi Kadrun YogyaTidakAman Bacot Pecat percumalaporpolisi"
186,1,"ANIES & Giring ga berkualitas Pertalite Premium Kadrun Bacot Pecat percumalaporpolisi Polisi Esemka"
187,-1,"Ya ampuun, lihat tagar percumalaporpolisi jd sedih, kmrn br kasus atm, skrg ini.."
188,1,"Hanya beda lokasi. Yang menangani tetap satu Institusi. Benarkan Jendral ListyoSigitP ? percumalaporpolisi ."
190,-1,"Ya ampuun, lihat tagar percumalaporpolisi jd sedih, kmrn br kasus atm, skrg ini.."
192,2,"Cukup dengan RETWEET ini, berarti anda CINTA NKRI! . . TangkapBaharSmith PercumaLaporPolisi *cc ListyoSigitP"
193,-1,"Ya ampuun, lihat tagar percumalaporpolisi jd sedih, kmrn br kasus atm, skrg ini.."
195,-1,"Ya ampuun, lihat tagar percumalaporpolisi jd sedih, kmrn br kasus atm, skrg ini.."
198,-1,"Pepesan kosong. Kami tidak percaya kalian percumalaporpolisi"
199,-1,"Ya ampuun, lihat tagar percumalaporpolisi jd sedih, kmrn br kasus atm, skrg ini.."
200,-1,"Moral Hukum Sudah Rusak!! percumalaporpolisi"
201,-1,"Ya ampuun, lihat tagar percumalaporpolisi jd sedih, kmrn br kasus atm, skrg ini.."
202,-1,"Ya ampuun, lihat tagar percumalaporpolisi jd sedih, kmrn br kasus atm, skrg ini.."
204,1,"Jadi wajar donk klo banyak tagar percumalaporpolisi"
205,1,"republikaonline Truz maraknya tagar percumalaporpolisi ??? Apa itu indikasi tingginya kepercayaan publik?"
206,-1,"Ya ampuun, lihat tagar percumalaporpolisi jd sedih, kmrn br kasus atm, skrg ini.."
208,1,"Hanya beda lokasi. Yang menangani tetap satu Institusi. Benarkan Jendral ListyoSigitP ? percumalaporpolisi ."
209,-2,"Padahal ini sudah tersangka ya? Kok hanya wajib lapor? Sebenarnya adil atau tidak sih? Nggak mudeng aku rek percumalaporpolisi"
210,2,"Cukup dengan RETWEET ini, berarti anda CINTA NKRI! . . TangkapBaharSmith PercumaLaporPolisi *cc ListyoSigitP"
211,-1,"Ya ampuun, lihat tagar percumalaporpolisi jd sedih, kmrn br kasus atm, skrg ini.."
212,-1,"Ya ampuun, lihat tagar percumalaporpolisi jd sedih, kmrn br kasus atm, skrg ini.."
213,-1,"Ya ampuun, lihat tagar percumalaporpolisi jd sedih, kmrn br kasus atm, skrg ini.."
214,-1,"Di tindak pak jangan cuman di dalami entar tenggelam lagi. matanajwa 1hari1oknum percumalaporpolisi percuma keadilansosialbagiseluruhrakyatindonesia mositidakpercaya polisi polisiindonesia mabespolri bemsi munir via"
215,-1,"Ada korup lagi kah, matanajwa 1hari1oknum percumalaporpolisi percuma keadilansosialbagiseluruhrakyatindonesia mositidakpercaya polisi polisiindonesia mabespolri bemsi munir marsinah salimkancil advokat via"
216,-2,"Mungkin warga itu sudah terlatih, intel mungkin juga bisa belajar ke dia. matanajwa 1hari1oknum percumalaporpolisi percuma keadilansosialbagiseluruhrakyatindonesia mositidakpercaya polisi polisiindonesia via"
217,0,"Hanya ada di negara kita benar sekali itu, semua jadi dunia terbalik matanajwa 1hari1oknum percumalaporpolisi percuma keadilansosialbagiseluruhrakyatindonesia mositidakpercaya polisi polisiindonesia mabespolri via"
219,1,"Iya itu bukan manusia maen gusur seenaknya aja, mau ga ibu, orangtua polisi di gituin? Mikir kan udeh pade gede, kerja pake hati. matanajwa 1hari1oknum percumalaporpolisi percuma via"
220,1,"Kita tunggu apa tindakan tegas lord dudung. matanajwa 1hari1oknum percumalaporpolisi percuma keadilansosialbagiseluruhrakyatindonesia mositidakpercaya polisi polisiindonesia mabespolri bemsi munir marsinah via"
222,-4,"Ada lagi setan-setan, setan kerjasam sama setan. matanajwa 1hari1oknum percumalaporpolisi percuma keadilansosialbagiseluruhrakyatindonesia mositidakpercaya polisi polisiindonesia mabespolri bemsi munir marsinah via"
224,0,"Politikus politikus politikus hanya memikirkan kepentingan golongan sendiri. matanajwa 1hari1oknum percumalaporpolisi percuma keadilansosialbagiseluruhrakyatindonesia mositidakpercaya polisi polisiindonesia via"
226,1,"Bisa baca ceritanya di sini ya. Agak sedih sebenarnya cerita kaya gini terus berulang. Entah itu polisi kok gak bisa ngurusin kaya ginian hadeehh PercumaLaporPolisi"
227,1,"Bisa baca ceritanya di sini ya. Agak sedih sebenarnya cerita kaya gini terus berulang. Entah itu polisi kok gak bisa ngurusin kaya ginian hadeehh PercumaLaporPolisi"
228,-1,"Ya ampuun, lihat tagar percumalaporpolisi jd sedih, kmrn br kasus atm, skrg ini.."
229,1,"Bisa baca ceritanya di sini ya. Agak sedih sebenarnya cerita kaya gini terus berulang. Entah itu polisi kok gak bisa ngurusin kaya ginian hadeehh PercumaLaporPolisi"
230,-3,"Sebagai manusia bukankah kalian juga akan merasa marah dan tak adil? Saat kalian memikirkan diri sendiri, lalu siapa yang bersama mereka? Tissu kotor, jika dibilas bisa bersih. Tapi bagaimana dengan luka para korban? -Miss & Mrs. Cops percumalaporpolisi hukum hukumindonesia"
231,-3,"DivHumas_Polri Berita ini beneran gak sih pak..?? Apakah melawan kejahatan melanggar hukum.. Belom lagi ada yg lapor malah di suruh nangkap sendiri penjahatnya... Di mana presisinya.?? Gak salah deh kyaknya taggar percumalaporpolisi"
232,1,"Bisa baca ceritanya di sini ya. Agak sedih sebenarnya cerita kaya gini terus berulang. Entah itu polisi kok gak bisa ngurusin kaya ginian hadeehh PercumaLaporPolisi"
233,1,"Bisa baca ceritanya di sini ya. Agak sedih sebenarnya cerita kaya gini terus berulang. Entah itu polisi kok gak bisa ngurusin kaya ginian hadeehh PercumaLaporPolisi"
234,0,"merapi_uncover kinderpoyyy Harusnya reskrim jogja mudah menangkap pelaku tindakan seperti ini.. mohon ditindak pak, sebelum makin banyak korban. ListyoSigitP DivHumas_Polri Semoga percumalaporpolisi tidak naik lagi."
235,-1,"AcehSelatanSatu titteril ListyoSigitP Kemon Pak buktikan bahwa tagar percumalaporpolisi adalah keliru. Bapak Polisi jgn sampe apa yg dibilang GusDur itu bener kl si DS gk diproses hukum. Sakitu Wassalam ===mang yana==="
236,3,"Jangan buat masyarakat benar-benar jijik pada institusi Polri seperti yang pernah Bapak sampaikan... dan jangan sampai terus berkembang tagar percumalaporpolisi"
237,-1,"Moral Hukum Sudah Rusak!! percumalaporpolisi"
238,-2,"Jadi tersangka penganiayaan pelajar di Medan, Kader PDIP cuma wajib lapor ListyoSigitP DivHumas_Polri Yuk diramaikan agar dunia tau percumalaporpolisi"
240,-1,"hobigibah Kenapa ga lapor aja ke polisi. Eh lupa deng percumalaporpolisi"
241,-1,"txtdrberseragam Jadi polisi ini sebenernya pemalak apa pengayom? Eh iya lupa percumalaporpolisi"
243,2,"Cukup dengan RETWEET ini, berarti anda CINTA NKRI! . . TangkapBaharSmith PercumaLaporPolisi *cc ListyoSigitP"
244,-1,"Ya ampuun, lihat tagar percumalaporpolisi jd sedih, kmrn br kasus atm, skrg ini.."
245,-1,"Pepesan kosong. Kami tidak percaya kalian percumalaporpolisi"
246,-1,"Katanya melayani dan membela rakyat? Rakyat mana yang harus dibela. percumalaporpolisi UngkapKebenaranKasusIndah"
247,-1,"Moral Hukum Sudah Rusak!! percumalaporpolisi"
249,-1,"triajaaa Parah..percumalaporpolisi"
250,0,"Njirrr naik lagi nih tagar beginian....emang udah cape berurusan sama polisi...padahal Kapolri blm lama udh minta perhatian tegas yg dibawah...tunggu dipecut dulu percumalaporpolisi"
251,-1,"cc DivHumas_Polri ListyoSigitP Tangkap si Dennysiregar7 Kalau tidak, kami akan Terus Viralkan tagar ini percumalaporpolisi"
252,-1,"apa ini juga perlu diviral kan pak ListyoSigitP ? KInerja Kepolisian Yang Mencoreng Nama Institusi lho percumalaporpolisi percumalaporpolisi"
253,-1,"apa ini juga perlu diviral kan pak ListyoSigitP ? KInerja Kepolisian Yang Mencoreng Nama Institusi lho percumalaporpolisi percumalaporpolisi"
